x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 y
5.427 5.659 4.404 4.498 2.534 0.536 -3.014 3.364 10.632 5.278 1
0.205 1.193 -0.743 4.973 6.872 0.288 -1.079 6.289 4.697 0.732 1
5.311 1.231 4.957 5.074 0.204 1.68 -3 -0.338 10.777 0.892 1
3.451 4.726 -2.033 -0.914 3.197 2.315 -1.503 4.378 2.434 4.019 0
1.928 3.986 -2.809 -1.525 6.107 6.157 2.298 4.611 0.986 4.282 0
5.199 5.361 -0.493 0.991 4.349 3.289 -2.79 3.986 7.007 5.098 1
3.32 3.391 -2.786 -0.87 -0.866 0.278 -0.345 5.386 2.787 3.388 0
6.146 4.378 9.417 11.182 3.557 -0.104 3.846 -0.954 17.051 4.752 1
3.483 1.829 0.495 5.918 0.343 -0.55 3.469 1.44 9.973 2.055 0
6.579 5.005 0.708 1.595 4.961 6.353 5.38 4.396 8.025 4.903 1
-0.944 0.475 2.454 3.103 0.159 1.462 1.779 2.49 2.332 0.797 1
3.163 0.529 3.206 5.4 1.178 0.679 -5.019 6.281 8.434 0.562 0
1.929 1.101 6.678 7.094 1.692 2.754 -1.772 5.465 9.05 1.438 0
3.555 3.739 1.979 3.571 5.224 2.533 -3.673 4.215 7.074 3.699 0
-0.246 3.457 1.227 3.247 3.985 5.814 -0.863 4.439 3.219 3.247 1
6.871 3.747 -0.944 3.827 6.801 5.997 -4.429 6.086 10.354 4.13 1
-0.775 1.072 -0.457 3.62 5.279 -0.838 3.19 6.201 3.334 1.168 1
5.543 6.17 -1.618 1.611 2.821 -0.974 3.128 5.213 7.417 5.668 1
4.751 0.838 5.535 7.049 -0.578 3.36 -2.097 1.097 11.877 0.249 1
-0.611 -0.915 0.519 0.807 -0.698 -0.137 -1.26 4.407 -0.376 -1.154 1
-0.655 -0.863 -0.488 0.898 5.983 3.969 -3.416 5.867 -0.229 -0.59 1
3.679 5.099 -1.896 -1.024 3.139 3.543 -0.2 1.61 3.144 4.544 1
1.761 -0.329 -8.163 -6.481 5.394 5.181 2.688 6.476 -3.831 -0.499 1
2.975 5.649 0.642 2.142 2.496 5.595 1.806 2.094 5.619 5.389 1
-0.542 5.4 -2.3 0.027 1.514 2.048 -5.34 2.541 -1.05 5.189 1
6.461 1.4 2.024 2.299 1.354 4.648 4.627 0.931 9.668 1.72 1
6.74 3.179 0.046 1.007 3.904 1.63 -0.694 2.123 7.177 3.614 1
3.71 0.6 4.621 8.444 3.783 6.463 6.368 6.547 11.467 1.171 1
5.683 4.183 0.788 1.175 1.187 3.288 -3.154 3.72 6.975 4.145 1
2.385 1.317 -2.174 -1.42 5.314 5.222 -0.723 0.063 1.15 1.176 0
1.965 6.586 0.042 0.482 2.04 6.12 -2.286 2.891 3.146 5.941 1
0.322 2.36 1.042 1.278 4.089 0.491 -1.726 -0.021 1.269 1.844 1
6.069 6.239 1.845 1.944 0.936 0.053 2.217 1.895 8.026 7.153 1
2.442 3.078 2.052 6.746 3.449 0.674 -0.773 2.366 9.216 3.082 0
1.955 4.561 -1.029 1.285 6.678 5.459 3.736 1.233 3.62 4.94 1
-0.882 5.526 -3.484 -2.141 0.377 6.746 0.685 -0.245 -2.633 5.001 1
3.529 0.84 -2.807 -0.35 -0.159 1.822 0.893 0.3 3.519 1.623 0
2.151 0.45 1.544 1.993 2.598 0.741 -3.508 4.216 3.654 -0.188 1
1.668 1.477 0.11 3.884 -0.544 0.749 -3.828 3.174 5.758 1.188 1
1.4 6.466 -0.544 0.577 0.459 5.864 6.781 0.406 1.863 6.072 1
6.803 1.754 -2.833 1.269 6.853 2.344 3.206 6.307 8.085 1.536 1
1.075 -0.856 2.189 2.714 4.021 2.735 2.32 1.703 4.389 -0.398 1
4.696 6.09 -0.962 -0.652 4.395 6.949 0.509 3.131 4.361 5.787 1
4.537 6.886 3.032 3.284 3.98 3.818 -4.376 0.718 7.58 7.624 1
1.085 5.113 -1.974 -0.452 1.669 1.46 -3.334 4.917 0.102 4.228 1
1.877 4.295 -6.835 -6.191 0.506 1.602 -3.895 5.936 -4.732 5.298 0
2.85 2.125 0.892 2.188 5.598 2.184 6.719 6.017 4.743 1.981 0
-0.556 6.488 -0.003 0.617 -0.723 1.876 -0.371 6.388 0.201 6.191 1
5.973 0.54 -0.859 1.476 5.947 6.325 -2.843 2.62 7.025 0.417 1
0.793 5.089 0.083 1.912 6.867 6.229 -1.675 4.892 3.042 5.576 1
3.91 3.925 0.891 3.16 2.661 3.013 -1.554 5.383 7.137 3.145 0
5.282 2.811 -2.505 -0.965 6.725 -0.868 -0.666 1.732 4.288 2.204 1
4.425 0.791 8.711 9.821 6.558 0.407 1.095 5.099 14.165 0.83 1
2.67 0.507 -4.112 -1.978 3.427 0.842 -2.697 6.472 1.089 -0.252 1
6.051 6.039 3.185 7.954 5.768 1.69 4.259 3.409 13.338 5.448 1
5.345 6.646 -0.691 0.018 1.56 6.247 2.979 6.085 4.889 5.894 1
-0.366 6.496 0.742 1.953 5.683 5.95 1.773 3.679 2.04 6.307 1
1.096 3.977 -3.81 -1.392 5.965 -0.206 2.902 3.251 -1.333 3.766 1
1.132 6.687 1.286 2.236 1.722 2.28 3.672 0.189 2.12 6.602 1
2.802 -0.958 -1.817 -1.247 3.685 6.242 1.355 1.121 1.884 -1.501 1
1.044 2.455 -1.158 0.69 1.306 -0.839 1.002 1.238 1.428 3.005 0
1.254 0.021 -0.996 -0.676 -0.416 -0.111 1.019 1.365 1.186 0.463 1
5.084 2.567 -0.915 -0.62 -0.056 0.42 1.996 3.023 4.305 2.709 0
-0.483 2.134 -1.311 0.279 -0.226 3.553 3.921 2.202 0.433 2.415 1
-0.586 4.166 0.355 3.717 6.081 4.425 2.193 4.417 2.767 5.033 1
2.126 -0.616 2.351 4.7 2.982 3.744 -1.731 5.742 6.785 -0.834 1
1.616 6.045 -2.247 0.369 3.328 0.019 -1.559 2.13 1.775 5.356 1
3.379 0.129 -1.314 -1.084 -0.939 0.284 -2.073 -0.593 2.538 0.775 1
5.947 4.656 -2.542 -0.115 5.367 6.07 -4.119 2.721 5.402 4.488 1
-0.206 2.372 -1.709 -0.166 -0.512 3.295 1.197 6.701 -0.516 3.408 1
3.59 3.023 -2.097 -1.913 0.436 4.712 -1.122 -0.647 1.486 2.462 0
0.552 0.488 -2.453 -1.189 1.137 6.375 3.953 -0.088 -1.07 0.485 1
1.869 1.475 -3.183 -2.531 1.129 5.81 5.198 3.727 -0.712 2.178 0
2.004 0.568 1.489 3.984 2.846 2.684 4.523 1.591 6.083 0.69 1
3.78 3.677 4.605 5.761 0.482 0.097 -1.992 -0.7 8.899 4.561 0
1.251 0.688 4.75 5.393 2.967 4.336 0.51 4.633 6.622 0.439 1
4.12 -0.288 -2.642 -1.745 5.421 -0.876 2.424 3.052 2.678 -0.325 1
2.436 2.515 -2.098 0.223 -0.678 -0.57 -2.371 -0.363 2.231 2.768 0
3.054 4.426 1.349 1.559 -0.067 2.382 1.846 4.848 5.344 4.096 0
5.097 4.65 3.483 6.59 3.175 3.889 7.706 4.631 11.572 4.674 1
2.256 3.629 1.122 2.052 1.145 5.023 5.765 0.586 4.737 3.916 0
0.347 0.555 -0.917 1.768 5.024 -0.746 -3.522 5.263 2.014 0.097 1
1.784 6.573 -3.88 -2.118 2.712 6.202 -1.811 0.569 -0.301 7.169 1
-0.99 6.912 4.672 7.382 -0.139 6.871 1.538 0.395 6.238 6.889 1
0.05 0.701 1.405 1.442 6.367 0.617 1.83 5.906 1.535 0.462 1
6.948 2.806 -2.545 -1.121 3.458 4.022 -1.479 3.535 5.992 2.773 1
2.801 4.794 1.292 2.997 0.782 0.346 2.288 -0.794 6.503 4.059 0
3.047 0.054 -1.43 -0.981 4.723 6.372 5.395 5.54 1.863 0.572 1
5.099 0.725 -3.579 -0.963 4.505 4.306 -0.223 -0.846 3.307 1.171 1
1.554 0.514 0.09 2.173 -0.648 3.727 -1.875 -0.021 4.805 0.753 1
5.242 5.653 5.142 5.534 3.924 2.902 2.61 2.593 11.847 5.295 1
0.974 -0.793 -2.66 -2.41 4.803 5.126 -1.881 1.932 -0.55 -1.262 1
6.811 5.734 1.336 2.998 -0.896 -0.611 -4.257 3.219 9.33 5.893 1
-0.501 0.86 3.817 3.862 4.217 0.378 1.743 0.555 2.358 1.628 1
5.487 1.772 0.513 0.725 3.265 0.755 -4.82 2.839 5.334 1.559 1
0.047 0.771 -4.46 -3.001 -0.863 -0.716 0.913 6.265 -3.285 0.537 1
-0.004 -0.433 -0.344 2.383 4.142 5.768 -1.314 0.598 2.863 -0.473 1
5.007 0.982 -5.131 -3.85 6.97 4.93 -1.462 5.801 1.665 1.293 1
4.685 0.241 0.247 2.425 1.42 0.061 2.056 2.099 7.746 0.706 1
2.772 6.159 -3.271 -3.051 5.881 1.63 -3.666 -0.958 0.631 5.445 1
3.846 5.111 1.519 4.004 0.053 5.681 2.502 -0.352 8.25 5.473 1
3.271 0.122 1.425 2.292 -0.101 0.264 3.108 4.902 6.341 0.155 1
6.181 6.237 -4.39 -2.567 4.184 4.537 0.548 2.879 4.092 6.847 1
1.247 1.23 3.078 3.803 2.674 6.508 2.298 6.527 5.005 0.971 1
-0.775 4.255 1.834 4.782 3.284 0.939 -1.195 6.09 3.722 4.077 1
-0.071 3.321 0.119 2.276 6.249 4.726 3.758 3.737 1.774 3.093 1
4.472 -0.505 0.487 0.715 1.102 0.21 -5.388 0.791 5.272 -0.835 1
6.179 1.089 -5.465 -3.516 2.451 2.477 -2.809 5.082 2.09 0.53 1
2.909 5.359 -4.262 -1.875 6.194 1.247 1.23 4.179 1.394 5.156 1
5.894 3.541 7.032 9.098 0.042 2.579 -1.435 1.608 14.953 4.117 1
3.321 3.387 -3.498 -2.446 6.588 -0.182 1.845 2.426 0.778 2.816 0
2.667 3.209 -2.582 -0.682 5.826 5.503 0.147 1.772 2.482 3.237 0
5.435 6.992 0.096 0.616 0.702 4.602 1.427 2.971 5.909 6.759 1
2.907 5.161 3.034 4.729 5.172 6.33 3.557 1.907 7.493 5.632 0
2.33 5.455 -0.783 -0.466 -0.842 4.589 1.716 0.386 1.251 5.965 1
2.811 1.502 3.522 5.799 3.669 1.59 1.425 6.726 9.003 1.657 0
4.452 6.407 -4.102 -3.92 2.279 -0.675 0.938 0.437 0.486 6.061 1
6.99 3.12 1.191 1.395 2.026 0.026 -0.917 6.014 7.949 2.206 1
1.622 3.748 -1.983 2.228 4.586 4.392 2.067 6.513 4.096 3.322 0
4.167 5.466 1.524 6.439 2.151 4.343 2.235 0.05 10.766 5.454 1
4.787 1.773 -1.883 -0.209 5.354 -0.834 -0.657 1.882 4.799 1.696 1
2.612 5.99 0.296 2.766 -0.175 0.753 1.26 2.479 5.226 5.541 1
6.375 -0.902 0.993 1.627 -0.276 2.705 -2.059 -0.551 7.795 0.09 1
5.613 6.673 -0.741 0.672 3.039 0.673 4.498 -0.809 5.599 7.028 1
6.441 5.708 1.397 3.173 1.299 1.251 -3.13 0.981 9.607 6.155 1
2.689 1.76 1.779 4.073 6.864 6.934 3.04 -0.276 6.565 2.243 0
2.604 5.201 -0.273 -0.156 -0.943 3.054 -1.507 0.245 2.893 5.499 0
4.317 3.966 3.142 3.482 6.999 4.426 -3.673 6.496 8.242 3.781 0
-0.688 6.901 -2.558 0.209 1.145 0.991 -3.254 1.422 -0.295 6.949 1
1.544 1.308 -3.099 -2.258 -0.234 3.98 -2.602 1.584 -0.533 1.66 1
3.007 0.984 2.964 3.68 3.584 3.444 1.25 0.492 7.209 1.619 0
4.222 -0.002 -0.476 4.264 -0.252 6.115 -3.974 3.285 8.775 -0.319 1
3.269 6.388 -1.293 -1.024 4.917 -0.966 1.676 4.472 2.478 7.205 1
4.115 6.038 5.721 7.487 4.271 0.238 1.862 0.901 11.217 4.989 1
3.079 0.614 -3.908 -3.114 4.257 -0.508 -2.455 1.25 -0.19 0.703 1
3.366 3.141 0.132 1.563 0.044 3.688 -2.354 2.806 4.125 4.177 0
1.066 6.926 -0.723 2.98 5.906 -0.236 3.136 2.282 3.499 5.743 1
4.971 4.874 -6.309 -6.045 4.226 2.635 -2.04 -0.045 -1.854 5.082 1
0.157 -0.489 -1.122 0.354 -0.344 1.449 -0.74 4.715 0.84 -0.922 1
2.724 1.316 0.894 1.866 5.259 0.294 -0.314 -0.676 4.006 1.977 1
1.193 -0.293 2.34 2.688 1.946 4.936 -2.509 2.28 3.794 -0.44 1
3.326 5.024 -3.379 -2.201 6.578 3.827 -0.666 4.088 1.36 4.411 1
5.849 6.621 2.392 6.121 0.637 3.983 -2.868 1.516 12.255 6.276 1
6.893 6.883 1.734 2.1 5.964 5.689 -5.335 1.032 8.48 6.968 1
6.342 4.316 -1.501 2.884 2.515 3.382 -2.782 0.052 9.277 4.402 1
1.086 1.805 1.218 3.047 6.134 1.279 -0.056 3.581 4.356 1.377 1
0.699 -0.491 -2.031 -1.014 2.642 2.615 -5.31 6.403 -0.915 -0.94 1
3.893 -0.639 -1.809 -1.558 6.314 0.833 -0.732 0.708 1.522 -0.14 1
5.5 0.048 2.867 4.751 6.853 5.42 1.821 2.999 10.106 -0.162 1
6.433 6.922 -0.696 0.106 5.62 3.309 -1.07 4.255 5.515 5.994 1
1.202 0.274 4.174 5.303 -0.825 4.545 6.926 -0.003 7.302 -0.013 1
3.097 0.906 2.955 3.455 4.077 5.78 0.742 6.192 7.394 0.464 1
2.572 0.023 2.008 2.306 4.24 4.693 -0.111 5.408 5.413 -0.466 1
2.864 5.022 -4.379 -3.823 6.202 0.568 5.169 5.717 -1.54 5.657 0
2.008 6.414 0.717 5.968 -0.698 1.778 0.717 5.244 8.271 5.915 1
1.933 5.19 -5.251 -4.019 2.135 0.848 2.244 2.918 -1.734 4.55 1
0.72 2.288 -2.719 -0.198 5.235 4.194 0.673 6.253 0.753 1.95 1
4.807 0.078 -2.417 -1.45 2.157 1.929 -0.532 4.533 4.1 0.144 1
5.166 6.171 -2.776 -2.154 -0.522 6.801 0.128 3.784 3.272 5.544 1
5.227 0.479 -2.947 -1.569 3.71 0.287 1.721 0.984 3.718 0.171 1
1.173 6.439 2.78 6.801 0.463 2.3 1.036 3.825 8.137 5.755 1
-0.822 4.302 0.595 5.491 1 6.463 4.74 3.22 4.291 3.087 1
1.635 -0.137 3.259 5.89 2.714 4.297 -0.691 3.145 7.644 -0.745 1
6.79 6.786 1.291 2.156 5.158 2.004 6.398 0.624 8.806 6.001 1
3.89 1.207 -4.263 -2.754 4.932 1.395 1.976 6.599 1.337 1.526 0
3.639 5.449 -0.06 0.092 4.442 4.685 -1.667 1.59 3.949 5.203 1
2.448 0.099 4.288 4.696 1.459 4.695 -2.907 -0.181 7.712 0.197 1
2.687 4.261 -0.401 -0.124 3.491 2.771 6.804 1.235 2.741 4.691 0
4.05 4.14 0.327 3.266 6.614 0.843 3.572 5.888 7.178 3.807 0
0.524 3.485 0.89 1.332 -0.08 6.254 -7.422 0.661 2.104 2.928 1
1.067 -0.576 -4.364 -2.758 0.513 6.407 -4.502 -0.12 -2.175 -0.772 1
4.266 2.723 2.723 5.902 2.73 1.233 -1.471 2.117 10.099 2.441 0
2.902 5.623 -2.71 -2.501 6.654 1.771 3.97 -0.375 -0.146 5.38 1
2.232 -0.985 2.307 3.405 3.903 6.619 -2.545 2.884 6.089 -0.943 1
5.126 5.599 -3.929 -3.282 6.79 -0.768 -4.896 6.506 2.351 5.74 1
1.027 5.83 -0.853 -0.834 -0.088 1.842 0.932 0.508 0.008 5.669 1
0.535 5.308 -4.14 -4.079 5.694 2.552 1.251 3.056 -3.451 4.963 1
2.064 6.845 2.819 4.162 5.218 -0.432 -2.176 5.287 6.009 7.696 1
1.667 -0.062 -0.666 0.735 0.222 5.507 -0.828 5.994 2.35 0.67 1
-0.78 1.442 1.161 1.565 -0.719 3.497 -4.33 0.503 0.689 1.445 1
2.593 0.3 1.857 2.976 0.219 5.896 2.075 2.924 4.728 0.388 1
1.088 3.266 1.297 1.609 5.758 4.751 2.792 5.561 2.561 3.208 0
3.274 3.006 -1.109 0.526 1.351 3.298 1.669 0.334 3.574 2.959 0
2.579 0.504 -3.538 2.572 6.603 5.671 5.459 5.779 5.104 1.29 1
3.898 5.801 -0.285 1.449 4.593 0.229 4.389 4.704 5.031 5.869 1
0.172 1.414 -0.124 0.23 4.907 4.738 0.348 -0.09 1.13 1.404 1
1.283 5.42 1.37 2.153 4.833 2.13 1.052 4.043 3.551 5.014 1
4.515 6.451 -4.981 -4.478 3.533 5.215 1.938 5.097 0.068 6.869 1
3.412 3.004 0.548 0.972 5.52 4.486 3.346 -0.902 4.033 3.19 0
-0.84 2.081 -3.03 -2.151 2.008 2.803 1.512 6.961 -3.069 2.933 1
4.532 3.36 -4.031 -3.764 1.186 -0.707 1.056 2.374 0.57 2.95 0
6.596 -0.754 -1.965 1.574 6.885 -0.655 2.013 6.118 7.702 -0.9 1
-0.93 0.351 0.41 0.555 3.287 6.822 -5.452 2.787 0.004 1.181 1
2.026 1.333 -0.41 -0.144 -0.45 -0.836 -0.679 -0.071 2.217 0.306 0
4.604 6.753 -4.106 -1.491 0.245 4.691 -1.865 4.931 2.64 7.537 1
4.259 6.533 -1.354 2.06 6.764 4.123 0.557 3.917 6.059 6.774 1
4.82 2.938 0.379 3.233 6.242 -0.917 -1.189 5.063 7.883 3.397 0
5.292 1.063 -2.59 -1.94 3.864 4.676 4.189 4.766 3.554 0.988 1
1.018 5.082 -0.103 1.123 2.97 1.503 -1.665 -0.596 1.83 4.933 1
2.635 5.644 -0.406 0.701 5.014 0.251 3.707 0.963 3.947 5.293 1
-0.318 2.327 4.099 6.71 5.011 2.912 0.458 4.711 6.311 2.043 1
6.086 4.182 -0.657 0.297 2.075 -0.751 0.043 5.674 6.636 4.317 1
4.741 -0.463 0.499 0.942 6.551 5.942 5.361 -0.535 5.548 -1.055 1
0.438 0.905 -2.677 0.575 0.176 6.039 2.781 2.609 1.465 1.15 1
1.98 4.078 0.57 1.257 2.312 4.187 -3.899 4.874 3.126 4.411 0
0.308 4.248 1.251 4.349 3.808 4.39 -1.734 5.74 5.276 3.796 1
5.61 4.32 2.217 4.787 4.481 5.178 1.017 3.409 9.517 4.176 1
3.208 4.391 -3.09 -2.661 5.79 3.472 -3.929 5.128 1.074 4.818 0
5.821 2.886 -2.319 -1.353 2.286 1.308 5.601 4.817 4.659 2.074 1
6.246 6.441 -1.282 2.493 4.846 3.292 -1.932 3.864 8.683 6.482 1
5.76 -0.785 5.832 7.586 2.098 -0.842 2.081 5.959 13.899 -0.918 1
4.164 5.547 -3.658 -3.527 2.653 3.823 -0.334 0.428 0.74 5.083 1
-0.596 3.024 4.408 7.198 2.168 3.26 -2.828 4.678 6.669 3.322 1
6.264 6.211 2.195 3.709 0.443 2.817 1.373 4.443 8.95 6.206 1
6.961 2.307 3.014 3.383 5.453 2.442 -1.246 1.504 9.21 1.955 1
-0.572 5.754 0.893 4.787 2.434 6.129 0.57 0.676 4.541 5.676 1
1.838 6.316 -1.095 0.556 3.266 2.765 -0.512 -0.672 2.415 6.971 1
2.756 0.481 -2.568 -1.49 1.294 2.417 -1.109 6.838 0.932 0.558 1
2.682 6.883 -0.863 1.961 4.586 5.003 1.524 4.675 4.656 7.391 1
2.868 3.81 5.463 6.975 0.984 4.179 1.049 1.94 9.943 4.317 0
0.822 0.386 -2.334 -1.788 1.138 3.097 -1.042 4.206 -0.596 0.515 1
1.991 2.597 0.038 0.546 2.768 6.613 1.763 1.919 2.489 2.899 0
4.157 4.335 3.549 5.006 3.23 6.205 -0.965 -0.684 9.632 4.516 0
0.966 3.904 0.279 2.55 4.976 5.292 0.058 0.032 3.861 3.873 0
3.079 3.778 -2.467 -0.063 4.28 5.375 1.32 0.626 2.913 3.838 0
-0.292 0.336 -0.556 0.433 -0.663 -0.273 -0.499 4.126 -0.036 -0.023 1
3.903 3.213 0.204 0.583 2.995 2.65 -1.338 0.451 4.995 3.502 0
-0.612 0.032 0.332 1.27 6.046 4.755 -2.218 0.392 1.016 0.445 1
-0.001 3.677 -5.452 -4.266 4.195 0.608 -3.273 0.394 -3.777 4.611 1
3.444 0.901 -0.49 0.958 3.846 -0.978 1.287 6.549 3.858 1.293 1
3.8 3.389 2.422 2.743 0.204 4.487 -4.958 1.047 7.003 3.342 0
6.133 3.72 1.652 2.379 0.236 5.069 -2.01 5.419 8.195 3.359 1
4.743 5.604 1.52 5.129 2.786 2.526 -0.949 6.651 9.49 5.281 1
5.722 4.846 1.052 1.165 2.039 2.167 -4.348 -0.492 6.445 5.61 1
6.585 5.157 -0.614 -0.37 -0.061 3.422 1.349 3.854 6.822 4.38 1
2.466 1.658 -1.475 2.24 1.803 4.224 -1.157 -0.038 5.19 1.101 0
6.758 2.011 0.271 1.509 5.711 5.013 3.252 1.348 9.171 2.249 1
5.762 2.577 2.558 5.473 2.183 0.746 -1.573 6.447 11.918 2.696 1
2.8 0.77 -0.262 0.658 0.317 5.753 2.143 2.487 3.129 0.837 1
-0.433 2.599 -4.14 -3.087 5.147 1.356 -2.906 2.672 -3.221 2.813 1
-0.898 2.727 3.675 5.518 4.155 1.763 -1.109 0.772 3.878 1.644 1
5.446 4.882 0.09 0.301 6.455 4.88 -1.251 0.982 5.886 5.003 1
4.738 3.003 -2.7 -2.215 -0.583 -0.972 0.382 6.559 2.686 3.857 0
4.046 0.914 -0.337 0.035 -0.317 2.802 3.208 6.856 4.326 -0.183 1
1.875 1.072 -0.5 0.514 2.774 5.732 0.832 4.079 2.1 0.465 1
-0.62 2.538 -1.891 0.329 6.102 3.613 -0.432 3.717 -0.217 2.213 1
6.632 2.943 -1.426 -0.895 0.133 -0.944 5.421 -0.243 6.908 3.006 1
3.202 0.624 -1.068 -0.412 1.934 1.216 -0.411 2.509 2.625 0.726 1
3.458 -0.065 1.625 4.511 6.883 6.58 -3.474 3.993 7.432 -0.056 1
2.147 6.203 0.988 2.379 6.186 0.25 -1.614 0.418 4.8 6.175 1
5.788 1.702 0.62 0.687 -0.6 5.953 3.009 1.597 6.246 0.817 1
4.716 5.053 -2.106 -1.766 3.163 2.768 -1.293 4.816 2.995 4.71 1
5.118 3.464 -0.928 -0.013 0.066 -0.538 0.759 1.805 5.241 4.105 0
5.67 0.134 -1.282 1.976 3.13 -0.246 1.625 4.732 8.197 0.38 1
1.879 5.426 -3.213 -0.861 3.08 2.346 0.352 5.078 0.278 6.631 1
3.369 1.149 2.96 3.615 2.332 2.907 -1.307 1.521 6.811 0.195 0
3.969 6.912 -4.772 -3.135 3.398 5.142 2.391 1.745 1.605 6.868 1
4.979 0.558 -9.407 -9.306 2.352 1.661 -2.222 1.722 -4.5 0.325 1
5.486 6.599 1.961 3.576 6.469 4.641 4.705 1.123 9.312 7.165 1
3.941 -0.398 -0.969 0.088 1.012 4.942 -0.748 -0.875 4.246 -0.043 1
6.353 2.999 1.795 2.955 2.844 3.351 3.629 0.456 8.961 3.334 1
2.24 1.235 1.336 3.58 2.824 0.416 2.49 1.376 6.436 0.596 0
1.955 6.191 5.977 6.2 0.501 3.686 -3.857 3.542 7.902 6.481 1
4.8 0.161 -4.753 -2.835 1.769 5.108 -4.644 5.421 1.505 -0.38 1
1.295 0.456 0.03 0.267 6.055 4.156 4.366 2.342 0.907 0.542 1
2.579 1.61 -0.52 -0.411 4.066 4.077 -0.883 6.967 2.377 1.956 0
0.56 6.308 1.457 3.023 1.951 0.526 2.764 2.157 3.406 7.137 1
4.709 5.826 -0.352 0.272 4.291 2.252 0.394 5.802 4.658 5.287 1
5.771 0.669 -3.941 -3.911 3.879 5.362 -2.535 -0.678 1.534 1.11 1
2.045 1.182 0.205 3.116 4.271 2.822 4.596 4.882 5.589 1.319 0
4.605 5.523 -1.149 1.443 0.675 3.091 2.008 3.229 5.795 5.258 1
1.784 -0.486 -1.681 -0.655 0.419 1.928 -1.846 -0.724 1.4 0.002 1
0.667 2.943 -1.881 -1.439 0.391 0.69 -0.118 3.717 -0.417 3.262 0
5.78 5.734 0.355 1.056 1.746 5.005 1.979 3.251 6.407 5.23 1
-0.846 5.801 1.163 1.658 0.75 4.89 -0.436 5.53 0.868 6.77 1
2.118 3.996 2.775 3.883 -0.739 -0.668 1.292 2.268 5.989 4.434 0
4.029 0.492 2.441 2.961 4.575 3.782 -0.317 6.59 6.846 0.845 1
4.211 3.782 4.667 5.974 5.083 1.635 3.527 1.806 10.096 2.908 0
0.347 -0.732 -2.453 -1.124 -0.728 2.067 3.302 0.562 -0.869 -0.704 1
5.709 1.61 0.229 1.118 0.002 -0.633 -2.81 -0.643 7.028 1.597 1
6.929 -0.234 -0.532 1.038 5.526 2.336 4.591 -0.934 7.762 -0.433 1
4.415 6.4 -1.975 -1.546 0.335 2.33 3.761 6.606 2.916 6.528 1
6.891 -0.442 4.17 6.273 2.914 -0.572 0.403 5.33 13.209 -0.138 1
4.755 6.746 2.32 3.284 3.165 6.718 -1.403 2.057 8.298 6.972 1
6.001 -0.453 -0.711 1.861 0.67 5.613 1.048 -0.078 7.965 -0.12 1
2.102 4.538 1.355 2.683 -0.528 1.732 -0.843 2.408 3.723 5.068 1
5.002 0.112 -2.502 -0.811 5.571 1.075 -2.836 4.901 3.846 0.391 1
-0.836 -0.231 0.128 2.459 2.687 2.985 -1.576 2.208 1.165 -1.01 1
6.101 -0.831 1.486 2.258 3.942 0.373 3.343 1.653 9.039 0.031 1
0.724 -0.921 3.208 7.505 0.756 -0.528 -4.561 0.91 8.711 -1.43 1
0.878 6.785 1.304 2.84 6.914 3.58 -3.908 6.699 4.214 6.07 1
0.534 1.328 1.801 5.347 1.216 5.968 -2.816 0.902 5.353 1.135 1
0.268 5.405 4.839 7.859 2.943 3.423 2.467 5.308 8.622 5.516 1
3.312 6.342 -1.087 0.697 -0.223 1.405 -1.43 4.156 3.993 6.528 1
2.607 3.206 2.905 4.69 4.162 1.876 0.703 -0.101 7.74 3.549 0
0.416 5.078 1.022 3.302 -0.677 3.538 1.348 5.916 3.706 4.927 1
0.509 5.353 4.309 6.226 1.392 3.469 2.841 6.855 6.24 5.227 1
0.278 6.632 -0.533 0.783 0.578 0.549 1.99 1.477 0.765 6.963 1
1.395 2.207 -1.304 -0.389 4.836 -0.871 3.061 5.476 1.248 2.685 1
-0.703 2.188 -1.43 0.355 3.17 4.66 0.788 3.299 -0.282 2.467 1
5.768 4.351 1.234 2.399 -0.796 4.783 2.698 0.051 7.967 4.099 1
5.394 4.321 -0.216 1.519 5.513 3.12 2.365 -0.816 7.463 4.157 1
1.711 3.764 -0.625 1.113 -0.144 1.937 -5.486 3.21 2.586 4.222 0
2.487 5.208 -4.611 -4.546 4.793 2.232 -1.34 5.384 -2.245 4.683 1
-0.999 1.008 -1.168 -0.248 5.674 6.572 -1.466 5.604 -1.415 0.89 1
1.576 6.11 1.74 4.496 4.94 6.383 -0.572 0.201 6.582 6.42 1
1.277 1.868 0.707 3.185 1.27 3.59 -3.79 1.063 3.967 2.196 1
-0.167 4.703 1.89 2.181 2.308 -0.483 1.789 2.453 2.883 4.803 1
6.37 6.063 -2.398 1.675 3.141 5.04 1.292 3.835 8.251 6.436 1
-0.945 -0.723 -0.261 0.904 -0.154 0.722 -4.436 4.597 -0.566 -0.392 1
5.092 0.125 -2.658 -1.592 3.09 4.322 -0.851 5.111 2.786 -0.198 1
-0.92 2.015 2.172 6.665 -0.936 0.593 1.234 2.244 5.436 2.77 1
-0.183 3.607 -1.368 2.571 1.071 5.78 -2.841 6.804 2.583 2.466 1
4.538 2.441 1.725 2.806 4.763 6.168 2.824 0.647 8.053 2.785 0
4.077 2.343 5.577 8.708 2.071 2.706 3.565 1.366 13.651 3.215 0
6.736 1.986 0.981 2.846 3.743 0.276 1.32 3.959 9.787 2.378 1
